text;author
"Kendall Jenner is getting real about her ""debilitating"" struggle with acne. The 23-year-old model É?? who, earlier this month, became ProactivÉ??s newest spokesperson É?? got honest about her struggle in an emotional Instagram Story on Thursday, as part of the popular É??10 Year ChallengeÉ?? meme. Sharing two side-by-side photos of her face at 13, covered in bumps, Jenner explained, she ""ran home crying everyday because people would stare at my skin."" Jenner then shared a photo of herself and her clear skin on set, boasting that she was wearing ""zero makeup."" In an attempt to help others dealing with similar obstacles, Jenner also wrote a lengthy message on Instagram, sponsored by Proactiv. It came attached to a black and white photo of Jenner wearing a bath towel wrapped around her head. ""While there are much bigger problems happening in the world, suffering from acne for me was debilitating,"" Jenner wrote. ""ItÉ??s something that IÉ??ve dealt with since I was a young teen and has caused me to feel anxious, helpless and insecure."" ""As humans, I donÉ??t think we share our insecurities enough because we live in a time where being É??perfectÉ?? is the standard. We curate our life online and pick the pretty moments to post,"" she added, explaining, ""IÉ??d like to show a younger generation that not everything is perfect."" Jenner then went on to say that while ""being insecure"" about her acne gave her ""thick skin,"" she ""wouldnÉ??t ever wish that feeling upon anyone."" After trying ""countless options,"" she says sheÉ??s now found something thatÉ??s been helpful in maintaining clear skin. ""ItÉ??s been a long journey but IÉ??m excited for where my skin is now,"" she said. ""I didnÉ??t think IÉ??d see the day where I would feel confident posting a makeup free picture. My goal is to open up a dialogue around skin positivity."" Earlier this month, Jenner opened up to PEOPLE about her skin issues, explaining that having gorgeous sisters made her struggle even tougher. ""A couple of my siblings struggled when they were much younger, but they never really had it like I did,"" Jenner said. ""That was also kind of a tough thing for me: to look at my beautiful sisters with beautiful skin and be like, É??Okay, well, why me? WhatÉ??s wrong with me?É?? "" Over the years, the Keeping Up with the Kardashian starÉ??s siblings É?? including older sisters Kourtney Kardashian, 39, Kim Kardashian West, 38, and Khlo?? Kardashian, 34 É?? have all tried to give advice and boost JennerÉ??s confidence. ""They were always there to lift me up and make me feel better about myself. The best part about my family and my sisters is that they never give up and theyÉ??re always looking for a way to help and looking for solution,"" Jenner said. But when her skin finally cleared up this time around, Jenner was more than happy for her loved ones to back off. ""EveryoneÉ??s always trying to help, so for years all of them were involved. Towards the end, I was like É??Okay, everyone shut up! I figured it out,É??"" says Jenner, laughing. ""Just let me live my life. Everyone stop bothering me.""";human
"Two students were killed and 17 people were injured during a shooting Tuesday morning at Marshall County High School in Benton, Kentucky, Governor Matt Bevin said at a press conference Tuesday. Bailey Nicole Holt, 15, died at the scene and Preston Ryan Cope, 15, died at Vanderbilt Medical Center in Nashville. Of the injured, 15 sustained gunshot wounds while five sustained other injuries. Bevin says the suspect is a 15-year-old male student who will be charged with murder and attempted murder. He allegedly entered the school with a handgun and began firing, authorities said at the press conference. Bevin did not release the shooterÉ??s name. Sgt. Jody Cash with the Kentucky State Police told reporters the shooting began around 7:57 a.m. Cash confirmed the suspect had been detained, and the shooting scene has been secured.My thoughts & prayers go out to the students & faculty at Marshall County High School where there has been a tragic school shooting. É?? James Comer January 23, 2018  In a press release on Tuesday evening, the Kentucky State Police detailed the timeline of the incident including an update on the victims. ""In total, five were transported to Vanderbilt, the others to local hospitals. Victims ranged in age from 14 to 18 years old,"" the statement said. ""Fourteen victims were male, and six were female. Of the four remaining victims at Vanderbilt, three are in critical but stable condition and one is in stable condition."" On the U.S. Senate floor Tuesday, Senate Majority Leader Mitch McConnell said, ""Our hearts are with the entire community of Marshall County and our gratitude is with the first responders who rushed into harmÉ??s way."" TuesdayÉ??s incident was the second school shooting in as many days, following a shooting in Italy, Texas, on Monday.";human
Yu Darvish hit his first career home run while earning a no-decision and Adrian Beltre drove in the eventual winning run with a double in the eighth, lifting the Texas Rangers to a 6-5 victory over the Cincinnati Reds on Wednesday night at Great American Ball Park. The Rangers earned a split of the two-game interleague series and lead the Seattle Mariners by 6 1/2 games in the American League West. Left-hander Jake Diekman earned the victory. Darvish didnÉ??t allow a hit until the fifth and wound up yielding five runs, four hits and five walks while striking out five. But Cincinnati, which is 22-15 since the All-Star break É?? the second-best record in the major leagues, rallied from a three-run deficit to hand Darvish a no-decision. The RedsÉ?? Ramon Cabrera stroked a ground-rule double to center to drive in a run and make it 5-4 in the sixth. Pinch hitter Ivan De Jesus Jr. drove in the tying run with a sacrifice fly later in the inning. Texas regained the lead in the eighth on BeltreÉ??s two-out RBI double off Blake Wood. It was career hit No. 2,900 for Beltre. Wood took the loss. Sam Dyson pitched a 1-2-3 ninth inning for his 28th save. After being shut out Tuesday night, the Rangers finally broke through against Reds pitching in the second inning when Nomar Mazara launched a three-run homer off Tim Adleman to put Texas ahead 3-0. It was MazaraÉ??s 15th home run this season. Darvish had an unusual second inning. He hit a batter, walked two and allowed two runs, although one was earned. Despite not getting a hit in the inning, Cincinnati scored on a fielderÉ??s choice grounder and a passed ball to cut its deficit to 3-2. Darvish still hadnÉ??t allowed a hit through four innings. Cincinnati had a couple close calls. Brandon Phillips hit one to the wall in center in the second. Scott ScheblerÉ??s liner was snared by first baseman Mitch Moreland in the fourth. With two outs in the fifth, Darvish did the unthinkable when he crushed a 1-2 pitch from Adleman on to the grassy knoll in center. It was DarvishÉ??s third career hit. Ian Desmond followed immediately with his 21st home run to give the Rangers a 5-2 lead. Adleman allowed five runs and three homers in five innings. CincinnatiÉ??s first hit came with one out in the fifth when pinch-hitter Tony Renda singled. ;human
"Happy 10-month birthday, True! Khlo?? KardashianÉ??s baby girl is just two months away from her first trip around the sun, and her proud mom celebrated with a pair of adorable snapshots showing off the youngsterÉ??s big smile. Dressed in a precious pink sweater dress and matching beanie, True sticks out her tongue as she sits in the first photo, throwing an open-mouthed grin at the camera as she stands against a bookshelf in the second. ""Happy 10 months my love ????,"" Kardashian, 34, wrote simply in her postÉ??s caption. The sweet dress True wears is by Burberry, and retails for $320 at neimanmarcus.com. More sizes are available at farfetch.com, where the designer outfit is going for $344. Kardashian hasnÉ??t held back on marking her first childÉ??s monthly age milestones with a bit of fanfare since she and boyfriend Tristan Thompson welcomed her on April 12 of last year. In October, True was joined for her 6-month celebration by cousins Stormi, 1, Chicago, 1, Dream Ren??e, 2, and Saint, 3, for a cupcake party held in her honor. Among the toddlers were a variety of sprinkle-topped cupcakes, which had the oldest of the famous kids entranced, and a big sprinkle-covered cake for the half-birthday girl. ""Cousin Cupcake Party!!!"" Kardashian captioned her Instagram photo, adding, ""Keeping Up With The Kousins,"" poking fun at her familyÉ??s E! reality series. In a recent interview with The Daily TelegraphÉ??s Stellar magazine, Kardashian opened up about how every day she and True say ""positive affirmations"" together. ""I never, ever considered myself chubby or overweight. I didnÉ??t know that I was until I went on TV, and everyone told me that I was É??fat,É?? "" the Keeping Up with the Kardashians star explained during the chat. ""I never felt that way, because my family never allowed me to."" ""As silly as it sounds, I do positive affirmations with in the morning,"" Kardashian remarked, adding that even though itÉ??s ""so corny,"" they ""sit in front of the mirror"" and say, ""I am beautiful.""";human
"Leave it to Amy Schumer to use her CriticsÉ?? Choice MVP Award as a physical prop in her hilarious acceptance speech.   ""I am plus-plus-size actress Amy Schumer,"" she said as she took the stage.   ""Thank you for this trophy, covering the reason I have to write my own ,"" the Trainwreck star joked, holding the award over her midsection. ""If youÉ??re an actress and you have this area right here, you have to write your own stuff if you want to get it made.""   Schumer, 34, went on to poke fun at the reaction to her practically naked Pirelli calendar picture, shot by Annie Leibovitz.   ""This is where I get really brave. ThatÉ??s what you want everybody to say when a naked photo of you goes viral, you want them to say: É??What a brave photo.É?? Like wow, thanks. Thank you.""   A few other gems? When she thanked managers she fired, and when she called herself out in the middle of her speech: ""This is so boring, IÉ??m so sorry. Shut up Amy. No one cares.""   Schumer thanked the critics, saying she felt ""very seen and heard"" by them, as well as TrainwreckÉ??s director Judd Apatow for believing in her: ""Thank you so much, I canÉ??t believe that this whole year has happened and that Judd let me tell my story and IÉ??m so happy I donÉ??t have to talk about how autobiographical it is anymore.""   As for the cast of Inside Amy Schumer, the comedian thanked them too, saying: ""We drink every Friday to blackout but none of us have ever hooked up.""   Schumer also threw in a special shoutout to her boyfriend Ben Hanisch, who was her date at the award show.   She also took home the award for best actress in a comedy for her hit movie Trainwreck.   ""Ew, who wants to hear from this bÉ??- again?"" she joked as she took the stage for the second time. ";human
"Hagfish are jawless, eel-like creatures that are known to spray huge quantities of goo when attacked. Now, scientists have found another defense mechanism that protects these slimy monsters: their flaccid, squishy skin. Researchers attached mako shark teeth to a guillotine to replicate how a real shark would bite down on a hagfish. The hagfishÉ??s loose skin allowed the shark tooth to cut through skin but never through the underlying muscle. That allows hagfish to squish away, escaping shark attacks relatively unharmed, according to a study published this week in the Journal of Royal Society Interface. Hagfish had their moment of fame earlier this year, when a truck transporting 7,500 pounds of the eel-like creatures tipped over, spreading unimaginable amounts of car-coating mucus all over an Oregon roadway. The slime is made of a sugar-coated protein called mucin and coiled-up spools of thread that are kind of like spider silk. When a hagfish is attacked, it releases the slimy mesh to protect itself. In fact, the goo clogs the gills of the predator, which then releases the hagfish to save its own dear life. In a video published by researchers in 2011, a hagfish was observed spraying the slime onto a biting shark in New Zealand. The shark looks like itÉ??s chocking on a cloud of snot, which allows the hagfish to swim away unscathed. So after seeing the video, a team of researchers in Canada and the US wanted to know: how exactly can hagfish survive shark attacks? ""It was a weird observation that this animal could be bit by a shark and then swim away apparently unharmed except for one puncture mark,"" says study co-author Sarah Boggett, a high school teacher and researcher at the Department of Integrative Biology at the University of Guelph. First, the researchers put hagfish skin É?? which has three layers and no scales É?? in a machine that pokes a pin through it to measure the force needed to puncture it. Compared to 21 other species of fish, like rainbow trout and great sculpin, the hagfish wasnÉ??t found to have a particularly tough skin. But, the secret lay somewhere else: in how flabby the skin is. Hagfish skin is attached to the animalÉ??s body in only two spots: the middle of its back and its sides, where the slime glands are located. So Boggett injected a solution under the skin of several dead hagfish to check how much space there is between the body and the skin. The answer is mind-boggling: in Pacific hagfish, that extra space can contain about 46 percent of the animalÉ??s own body volume. If you inject enough fluid so that the skin starts stretching and the hagfish starts leaking, you could fit over 100 percent of its body volume in there. That means you could essentially fit two hagfish within the skin of one. The researchers then attached mako shark teeth to a custom-made guillotine, so that the teeth could be driven into dead hagfish with the same force they would in real life. The loose skin functioned as a flaccid, squishy armor: the fangs could puncture the skin but not the underlying muscles, reducing the damage of a shark bite. So, mystery solved. Now we know that flabby skin isnÉ??t bad for everyone. It can save lives. ";human
"Authorities believe it was ""a domestic situation"" É?? and not terrorism É?? that fueled SundayÉ??s mass shooting inside a small church in rural Texas, killing at least 26 people, including an 18-month-old child. During a Monday press conference, an FBI official confirmed that the shooter, 26-year-old Devin Patrick Kelley, had ""expressed anger towards his mother-in-law,"" who was a member of the congregation at the First Baptist Church in Sutherland Springs, the site of SundayÉ??s attack. The shooter, officials said, had sent his mother-in-law several threatening text messages, but no report was ever filed with police. Kelley is a former Air Force member who dressed in all-black tactical gear and was wearing a ballistics vest when he began firing from outside the church at around 11:30 a.m. local time, during a service.Sutherland Springs, with a population of just over 700, is about 35 miles southeast of San Antonio. After shooting from outside the church, the gunman then entered the church and continued to shoot. When the gunman exited the church, a local resident engaged him in gunfire, authorities said. The suspect dropped his weapon and fled, with the local resident in pursuit. A brief chase ensued into neighboring Guadalupe County, Texas, where the shooter was later found dead in his vehicle. He was likely killed by a self-inflicted gunshot wound, authorities said Monday. The shooting killed 26 É?? 23 inside the church, and two outside. One person died upon arriving at the hospital. A total of 20 were wounded; 10 remain in critical condition while 4 are listed as serious with 6 others in stable condition. The youngest victim was only 18-months-old, with the oldest aged 77. None of the victimsÉ?? names have been released by officials. Freeman Martin, the regional director of the Texas Department of Public Safety, said during MondayÉ??s press conference that the gunman reached out to his father following the massacre, as he was being pursued by police. ""The suspect used his cell phone to notify his father that he had been shot and didnÉ??t think he was going to make it,"" Martin said. ""Subsequently, he shot himself É?? and the pathologist will determine the cause and manner of his death."" An Air Force spokeswoman tells PEOPLE the shooter served at Holloman Air Force Base in New Mexico, working in logistics readiness. He was stationed there from 2010 until he was discharged in 2014, following a 2012 court-martial on accusations he assaulted his spouse and their child, the spokeswoman says. The shooter received a bad conduct discharge and 12 monthsÉ?? confinement as well as a reduction in rank, the spokeswoman says. Martin confirmed that because of the court-martial, the gunman ""did not have a license to carry"" the rifle and two handguns investigators recovered from the crime scene. ATF Houston Special Agent in Charge Fred Milanowski said the shooter purchased two of the guns in Colorado and one in Texas. ""He did have a noncommissioned unarmed private security license similar to a security guard at a concert,"" Martin explained, which was granted after he passed both a criminal history and background check. Authorities are trying to determine how the gunman was able to purchase the weapons. Martin also said there is surveillance video of the shooting, which was recorded from inside the church. ""The crime scene investigation will go on for days,"" Martin said. ""The video will assist in the investigation and it was a horrific event and at this time weÉ??re not prepared to talk about the video."" The gunman arrived at the church wearing a black mask with a white skull on it. Officials say they plan to update the media later Monday evening.";human
"Uber drivers are independent contractors, not employees of the ride-hailing company, the federal labor boardÉ??s general counsel said in an opinion released May 14th. ItÉ??s another sign that drivers and labor advocates face a steep É?? if impossible É?? hill to climb to force Uber to reclassify its drivers as employees. The opinion, authored April 16th by Jayme Sophir, associate general counsel at the National Labor Relations Board, means that drivers will have a much harder time trying to form a union, file labor complaints, or seek protections from the federal government. It states: DriversÉ?? virtually complete control of their cars, work schedules, and log-in locations, together with their freedom to work for competitors of Uber, provided them with significant entrepreneurial opportunity. On any given day, at any free moment, UberX drivers could decide how best to serve their economic objectives: by fulfilling ride requests through the App, working for a competing rideshare service, or pursuing a different venture altogether. ItÉ??s the latest sign that the federal government agrees with UberÉ??s classification of its drivers. The Department of Labor issued an opinion recently stating that gig workers like Uber drivers are contractors ineligible for minimum wages and overtime pay. A federal judge ruled basically the same way last year in what is said to be the first classification of Uber drivers under federal law. This opinion lines up with UberÉ??s own stance on its drivers. The company classifies them as independent contractors, arguing they are in business for themselves and thus ineligible for traditional benefits like overtime, minimum wage protections, and health insurance. Some Uber drivers contest that classification, though, and argue that UberÉ??s algorithm exerts far too much control over their lives to be viewed otherwise. Many have sued Uber, but most of those cases have been sent to private arbitration. ""We are focused on improving the quality and security of independent work, while preserving the flexibility drivers and couriers tell us they value,"" an Uber spokesperson said Tuesday. Uber said it had settled with a large majority of the 60,000 drivers in the US who filed arbitration demands over their employment status. Uber said the settlement will cost it between $146 million and $170 million, according to its IPO filing. In March, the company said it settled two other lawsuits with drivers of classification status for $20 million. Earlier this year, a federal judge in California ruled drivers for GrubHub are independent contractors, not employees. The ruling was seen as a big win for GrubHub due to CaliforniaÉ??s relatively high standard for establishing workers as independent contractors. Last week, hundreds of Uber drivers went on strike ahead of the companyÉ??s much-anticipated IPO. Drivers said they want better working conditions and more transparency from Uber over wages and access to the platform. UberÉ??s stock price has dropped precipitously since the IPO amid concerns over the companyÉ??s lack of profitability and a broader market crunch. ""This NLRB advice memo ignores the reality of UberÉ??s relationship with its drivers and the myriad ways in which it controls the terms and conditions of their work,"" said Laura Padin, senior staff attorney with the National Employment Law Project, in a statement. ""But itÉ??s hardly a surprise coming from the Trump administration, which has shamefully sided with big-money corporate interests over working people at every turn.""";human
"Hailey Baldwin is standing by husband Justin Bieber, who recently opened up about how heÉ??s ""been struggling a lot."" The couple was spotted getting some sun on Saturday morning as they spent time together in Laguna Beach, California. At one point during the outing, the pair appeared to get into an emotional conversation. Bieber, 25, was photographed with his head in his hands, seemingly looking upset, while Baldwin, 22, appeared to comfort him. During a stroll, Bieber looked down at his phone as Baldwin looked in her husbandÉ??s direction. Both were dressed casually, with Baldwin wearing a grey sports bra with a pair of dark grey leggings, and Bieber staying comfortable in a dark sweatshirt and a pair of red shorts.   During an emotional Instagram post last week, the pop star revealed he has been ""struggling a lot."" ""Just wanted to keep you guys updated a little bit hopefully what IÉ??m going through will resonate with you guys. Been struggling a lot. Just feeling super disconnected and weird,"" he wrote, including a picture of himself praying next to manager Scooter Braun and Kanye West. However, the star went on to assure his fans that he has faith he will bounce back.";human
"Police unearthed human remains that they believe are those of missing Hollywood actress Adea Shabani. On Tuesday morning, the Nevada County SheriffÉ??s Office and their coronerÉ??s division discovered the remains of a woman in a shallow grave in the Spenceville Wildlife Area in Penn Valley, California, according to a Facebook post by the sheriffÉ??s office. During a press conference on Tuesday, a spokesperson for the Los Angeles Police Department told reporters, ""At this point in time, we believe that those remains are the body of Miss. Adea Shabani."" ""We cannot say that conclusively at this point in time because the condition of the remains prohibited positive identification,"" he continued, adding that they believed Christopher Spotz, a man authorities identified as ShabaniÉ??s boyfriend, was ""somehow involved in her death."" A spokesperson for the Los Angeles Police Department did not immediately respond to a request for comment. An autopsy on the body will be performed on Wednesday in which the identity, cause and manner of death will be determined. ""We believe it to be a homicide,"" the LAPD spokesperson said. ""However, until the conclusion of the autopsyÉ?? we wonÉ??t be able to determine that definitively."" Spotz died by suicide on March 22 in a California stand-off with police É?? which only intensified the search for Shabani, 25, who has been missing since February.According to Fox-11 Los Angeles, police pursued the man in a chase from Hesperia to Corona with an unnamed passenger before he shot himself in the head, dying on the scene. PEOPLE confirmed that investigators have impounded the Tacoma and a crime scene unit has been combing it for forensic evidence related to the Shabani case. Shabani, who is originally from Macedonia, moved to L.A. to study acting. She had been in the area for less than two years, according to KABC. After ShabaniÉ??s disappearance, her mother flew from her home of Macedonia to help with the search, putting up fliers in the area, KABC reported. Her family has also hired a private investigator.";human
"AS FAR AS live spectator sports go, the Tour de France has to be one of the strangest. For hours, thousands of enthusiasts line the route under a baking sun. Aficionados bring parasols, folding chairs and picnics. At last, there is action on the road. But it is the long caravan of advertising vehicles which precedes the racers. And then suddenly, in a flash of lime green and yellow, the breakaway cyclists, followed by the peloton, or cycling pack, pass. It all lasts a matter of seconds. But then again the worldÉ??s most famous cycling race is as much about the geography and national identity of France as it is about the sport. The tour is thrilling the French this year. For the first time in 34 years, a FrenchmanÉ??either Thibaut Pinot or Julian AlaphilippeÉ??has a chance of winning when the race finishes on the Champs-Elys??es on July 28th. For decades, the French have watched with dismay as the Spanish, Americans and British have successively monopolised the trophy. French suspicions of cheating used to seem like sour grapes. But in 2012 Lance Armstrong, a seven-time American winner, was stripped of his titles after a doping scandal. Upgrade your inbox and get our Daily Dispatch and Editor's Picks. Today, the tour has recovered its credibility as an extreme test of muscular endurance, and with it the countryÉ??s enthusiasm. The French airwaves have been filled with breathless live coverage of the race, with its 21 separate stages covering 3,480km. This year is also the centenary of the maillot jaune, or yellow jersey, awarded daily to the race leader. To celebrate, on July 20th President Emmanuel Macron was at the Col du Tourmalet in the Pyrenees to congratulate maillot jaune-wearing Mr Alaphilippe as well as the dayÉ??s winner, who happened to be Mr Pinot. In 1903 Henri Desgrange, an early cycling enthusiast, devised the tour to help publicise his sports newspaper. Yet these days the tour also serves to promote France. On July 24th cyclists sped past the medieval village of Faucon, having started at the Roman aqueduct of the Pont du Gard, before ending in the foothills of the Alps. More of the French think of the race as an opportunity to admire the scenery than see it as a great sporting event, says a poll. This being France, existential musings are also in order. The tour, said Christian Prudhomme, its director, is ""life, condensedÉ?? all the wonderful, exceptional, disconcerting, unfortunate things that can happen: it is life.""";human
"The sexual misconduct allegations against Harvey Weinstein have gotten the attention of the federal government. The U.S. attorneyÉ??s office for the Southern District of New York has begun a criminal probe investigating in part whether the disgraced mogul, 66, enticed or persuaded any women to cross state lines with the intent of committing a sex crime, which is potentially a federal offense, according to The Wall Street Journal, which was first to report the news. WeinsteinÉ??s attorney, Benjamin Brafman, confirmed to PEOPLE that he has met with federal prosecutors in the SDNY ""in an attempt to dissuade them from proceeding"" and will continue to meet with them moving forward. ""Mr. Weinstein has always maintained that he has never engaged in nonconsensual sexual acts,"" Brafman added. A representative for the SDNY declined to comment. Meanwhile, Weinstein is already under investigation by the New York Police Department and the Manhattan District AttorneyÉ??s Office for the allegations of sexual assault made by actresses Lucia Evans and Paz de la Huerta. According to a report by The Daily Beast in early March, the NYPD was ""ready to go with an arrest"" against Weinstein for sexual assault, but the Manhattan District AttorneyÉ??s office held off. ""We are still accumulating evidence,"" Chief of Detectives Robert Boyce told the New York Daily News at the time. The producer has been accused of sexual misconduct by over 60 women since The New York Times and The New Yorker documented decades of alleged sexual misconduct and sexual assault involving a number of women in detailed, Pulitzer-prize winning articles in October. A spokesperson for Weinstein previously told PEOPLE in a statement that ""any allegations of non-consensual sex are unequivocally denied by Mr. Weinstein. Mr. Weinstein has further confirmed that there were never any acts of retaliation against any women for refusing his advances."" Weinstein is also under investigation for rape by the Los Angeles Police Department, and police in the United Kingdom have widened their investigation into Weinstein to include allegations of sexual assault by seven women.";human
"Criminals are increasingly using drones in illegal activity and as a way to counter surveil and disrupt the FBI and other law enforcement agents, according to a report by Defense One. The publication cites one instance where an FBI hostage rescue team set up a raised observation post to monitor a situation. A so-called ""swarm"" of small drones appeared and assailed the FBI in a series of ""high-speed low passes at the agents in the observation post to flush them."" That incident was shared by Joe Mazel, head of the agencyÉ??s operational technology law unit at the AUVSI Xponential conference in Denver. Mazel said the FBI agents lost situational awareness. ""We were then blind. It definitely presented some challenges."" Swarms of drones were also used to surveil the FBI agents and send video back to other gang members. Mazel declined to elaborate on where or when that incident took place, but said the suspects packed the drones in backpacks and brought them to the area, anticipating the arrival of the FBI. The incidents illustrate how organized crime groups are increasingly using small consumer drones in support of their activities. Other notable uses include identifying witnesses by surveilling police departments to see who comes and goes from those facilities, and in support of robberies by observing gaps in security patrols and other vulnerabilities at target locations. Mazel also said that drones were being used in smuggling schemes in Australia to monitor port authority workers. The crime groups would force distractions like a false alarm if border guards get too close to a container that contains smuggled goods. Unauthorized drones have also been known to smuggle contraband into prisons. Associate chief of US Customs and Border Protection Andrew Scharnweber told Defense One drones are also being deployed as scouts to spot their officers. ""We have struggled with scouts, human scouts that come across the border. TheyÉ??re stationed on various mountaintops near the border and they would scoutÉ?? to spot law enforcement and radio down to their counterparts to go around us. That activity has effectively been replaced by drones,"" he said. Defense One notes there is some recourse in battling criminal use of drones. Drone jamming equipment has been deployed by the US military in Syria and Iraq, though those techniques would likely not be appropriate for use in cities given the risk of interference with mobile phone and airplane signals. There are legal options, like requiring drones to broadcast their operatorÉ??s identity, or to make ""weaponized"" consumer drones illegal. There are also anti-drone guns that jam all possible radio frequencies a drone can use to communicate with the operator, forcing it to land or return home. They remain illegal under FCC laws, though. Government officials who spoke at the conference noted that the use of drones in criminal endeavors would likely get worse before it got better.";human
An Ebola treatment center in Butembo, the epicenter of an outbreak in the Democratic Republic of the Congo, was attacked again by armed assailants on Saturday morning, the AP reports.  What's happening: One police officer was killed in Saturday's attack and the treatment center currently remains open, per the AP. The center reopened only 1 week ago after Doctors Without Borders temporarily halted operations in Butembo following last month's attack.  The big picture: During the past week, the total number of cases of Ebola reported in the Congo surpassed 900. This is the second-largest outbreak of Ebola on record and the first to occur in a country already experiencing violent conflict, which has slowed response efforts, exacerbated community mistrust and likely contributed to the ongoing attacks against treatment centers.  What to watch: Saturday's attack took place hours before the World Health OrganizationÉ??s Director-General Dr. Tedros Adhanom Ghebreyesus was scheduled to visit the Butembo treatment center. In a press release on Saturday, Ghebreyesus confirmed that WHO plans to continue Ebola response operations in the Congo.  ;human
"A bipartisan trio of U.S. senators said on Tuesday they planned to introduce legislation to remove regulatory roadblocks to the introduction of self-driving cars, including sorting out conflicts between state and federal rules. Republican Senator John Thune, who chairs the Commerce Committee, Bill Nelson, the top Democrat on the panel, and Senator Gary Peters, a Michigan Democrat, said in a joint statement that existing federal vehicle regulations written over recent decades did not account for self-driving cars without a human driver behind the wheel. Thune said the senators hoped to reach agreement based on ""prioritizing safety, fixing outdated rules, and clarifying the role of federal and state governments."" Federal auto regulations pose significant legal hurdles that must be cleared before fully self-driving cars can be sold without steering wheels and gas pedals, a government report said last year. The Senate Commerce Committee is holding a hearing on self-driving cars on Wednesday. Mitch Bainwol, head of the Alliance of Automobile Manufacturers, an auto trade group, will tell the panel that Congress should work to eliminate state or local laws that could ""unduly burden or restrict the use of self-driving vehicles in the future."" The senators are joining a broader movement in Washington to respond to calls from Detroit and Silicon Valley for federal action to set rules for self-driving cars, rather than allowing states such as California to write potentially conflicting rules. The chairman of the House Energy and Commerce Committee told Reuters last week he planned to unveil a package of legislation to overhaul federal rules governing self-driving vehicles. Companies such as Alphabet Inc, General Motors Co and Volkswagen AG are pursuing automated technologies and want unified federal regulations to replace outdated rules and make it simpler to develop and eventually sell the technology across the country. In April, automakers and technology companies urged California to make changes to its proposed state regulations governing autonomous vehicles. Many oppose CaliforniaÉ??s plan to require a state permit to deploy autonomous vehicles, which must meet performance and design criteria. The U.S. Transportation Department said last week it would unveil revised self-driving guidelines within the next few months, responding to automakersÉ?? calls for regulations to sanction costly efforts to put autonomous vehicles on the road. Vehicle crashes annually kill more than 35,000 people on U.S. roads and injure 2.4 million. The economic cost of vehicle crashes is at least $240 billion annually, the government says.";human
"HBOÉ??s Game of Thrones is inching towards the end of its run, with just three episodes remaining. The network isnÉ??t abandoning Westeros just yet, though É?? it has a handful of additional shows in development, and on his blog, George R.R. Martin offered up a short update. In 2017, Martin revealed that there were five spinoff shows set thousands of years before the events of Game of Thrones. ItÉ??s expected to start shooting sometime this summer, with S.J. Clarkson set to direct. But it looks like HBO might not stick with just that project, or at the very least, is hedging its bets. Martin says that two of the other projects are still in development, and while they ""remain in the script stage,"" they are ""edging closer,"" presumably to something beyond just words on a page. We learned last month that one of the successor shows from series writer and co-executive producer Bryan Cogman isnÉ??t happening. As to what theyÉ??ll be about, or when theyÉ??ll take place, Martin wonÉ??t say, but suggests that ""maybe some of you should pick up a copy of Fire & Blood,"" and come up with your own theories.""";human
"The next Indiana Jones movie may need a disclaimer: Don't try this at home É?? or anywhere else. A 19-year-old American tourist was arrested last week in Jerusalem's Old City after spending the night in Zedekiah's Cave to look for treasure. The man entered the cave, also known as Solomon's Quarries, carrying a backpack when it was open to visitors last Thursday, then hid in a crevice to avoid security when it closed, according to Haaretz. Though the cave is usually closed on Fridays, luckily É?? or unluckily for the man É?? workers entered the cave that day to do some maintenance. ""The workers found the tourist in the cave covered with mud, his backpack full of stones and shards that heÉ??d dug up from the floor of the cave,"" reported Haaretz. ""He was handed over to police and his findings were confiscated."" He was apparently digging in several sections of the cave, looking for legendary treasures, although he could not explain his motives to police. He was released and reportedly left the country. Have something to add to this story? Share it in the comments.";human
